date,place,subp_credit_all,subp_credit_coc,subp_credit_whi,debt_in_collect_all,debt_in_collect_coc,debt_in_collect_whi,median_debt_in_collect_all,median_debt_in_collect_coc,median_debt_in_collect_whi,avg_cc_util_all,avg_cc_util_coc,avg_cc_util_whi,stud_loan_del_rate_all,stud_loan_del_rate_coc,stud_loan_del_rate_whi,cc_del_rate_all,cc_del_rate_coc,cc_del_rate_whi,auto_retail_loan_del_rate_all,auto_retail_loan_del_rate_coc,auto_retail_loan_del_rate_whi,mortgage_del_rate_all,mortgage_del_rate_coc,mortgage_del_rate_whi,afs_cred_all,afs_cred_coc,afs_cred_whi,del_afs_credit_rate_all,del_afs_credit_rate_coc,del_afs_credit_rate_whi
8/31/2020,30045,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30047,25.5,n/a*,18.86,28.51,n/a*,19.53,1760.00,n/a*,"$2,693 ",26.1,n/a*,25.24,13.33,n/a*,n/a*,4.01,n/a*,3.8,4.76,n/a*,4.63,4.13,n/a*,4.71,4.62,n/a*,3.03,n/a*,n/a*,n/a*
8/31/2020,30049,15.64,n/a**,15.46,19.26,n/a**,19.26,2199.00,n/a**,"$2,351 ",22.18,n/a**,22,10.77,n/a**,10.7,3.17,n/a**,3.15,2.62,n/a**,2.72,0.29,n/a**,0.3,2.44,n/a**,2.47,n/a*,n/a**,n/a*
8/31/2020,30051,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30053,14.16,n/a**,14.16,20.65,n/a**,20.65,3422.00,n/a**,"$3,422 ",24.08,n/a**,24.08,n/a*,n/a**,n/a*,3.23,n/a**,3.23,4.08,n/a**,4.08,1.15,n/a**,1.15,1.18,n/a**,1.18,n/a*,n/a**,n/a*
8/31/2020,30055,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*
8/31/2020,30057,13.53,n/a**,13.53,13.53,n/a**,13.53,n/a*,n/a**,n/a*,23.08,n/a**,23.08,n/a*,n/a**,n/a*,5,n/a**,5,3.51,n/a**,3.51,n/a*,n/a**,n/a*,2.26,n/a**,2.26,n/a*,n/a**,n/a*
8/31/2020,30059,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30061,21.57,n/a**,21.57,25.49,n/a**,25.49,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,3.92,n/a**,3.92,n/a*,n/a**,n/a*
8/31/2020,30063,16.33,n/a**,16.38,20.43,n/a**,20.51,1964.00,n/a**,"$1,970 ",23.73,n/a**,23.8,13.44,n/a**,13.54,2.4,n/a**,2.45,0.88,n/a**,0.72,1.99,n/a**,2.01,1.85,n/a**,1.89,n/a*,n/a**,n/a*
8/31/2020,30065,29.73,n/a**,29.73,28.38,n/a**,28.38,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,0,n/a**,0,n/a*,n/a**,n/a*
8/31/2020,30067,9.4,n/a**,9.4,16.78,n/a**,16.78,1508.00,n/a**,"$1,508 ",18.58,n/a**,18.58,n/a*,n/a**,n/a*,0.53,n/a**,0.53,0.91,n/a**,0.91,1.08,n/a**,1.08,2.35,n/a**,2.35,n/a*,n/a**,n/a*
8/31/2020,30069,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30071,18.46,n/a*,17.65,21.54,n/a*,19.61,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1.54,n/a*,0,n/a*,n/a*,n/a*
8/31/2020,30073,19.32,n/a*,15.66,23.86,n/a*,19.28,n/a*,n/a*,n/a*,25.5,n/a*,25.5,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,2.27,n/a*,2.41,n/a*,n/a*,n/a*
8/31/2020,30075,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30077,20.87,n/a**,20.87,21.74,n/a**,21.74,n/a*,n/a**,n/a*,22.4,n/a**,22.4,n/a*,n/a**,n/a*,7.14,n/a**,7.14,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.61,n/a**,2.61,n/a*,n/a**,n/a*
8/31/2020,30079,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30081,12.69,n/a**,12.69,18.62,n/a**,18.62,2492.00,n/a**,"$2,492 ",22.66,n/a**,22.66,11.9,n/a**,11.9,3.43,n/a**,3.43,1.89,n/a**,1.89,0,n/a**,0,1.93,n/a**,1.93,n/a*,n/a**,n/a*
8/31/2020,30083,22.95,n/a**,22.95,27.32,n/a**,27.32,4681.00,n/a**,"$4,681 ",30.96,n/a**,30.96,n/a*,n/a**,n/a*,3.77,n/a**,3.77,1.54,n/a**,1.54,n/a*,n/a**,n/a*,2.19,n/a**,2.19,n/a*,n/a**,n/a*
8/31/2020,30085,43.92,50.91,n/a*,48.65,60,n/a*,1760.00,1760.00,n/a*,35.65,n/a*,n/a*,n/a*,n/a*,n/a*,8,n/a*,n/a*,10,n/a*,n/a*,n/a*,n/a*,n/a*,1.35,1.82,n/a*,n/a*,n/a*,n/a*
8/31/2020,30087,31.58,47.27,n/a*,31.58,45.45,n/a*,n/a*,n/a*,n/a*,31.48,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,7.37,10.91,n/a*,n/a*,n/a*,n/a*
8/31/2020,30089,12.43,n/a**,12.71,21.62,n/a**,22.1,n/a*,n/a**,n/a*,24.44,n/a**,23.85,n/a*,n/a**,n/a*,0.88,n/a**,0.9,3.23,n/a**,3.28,n/a*,n/a**,n/a*,1.62,n/a**,1.1,n/a*,n/a**,n/a*
8/31/2020,30091,24.14,n/a**,24.14,25.86,n/a**,25.86,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.17,n/a**,5.17,n/a*,n/a**,n/a*
8/31/2020,30093,19.79,n/a**,19.72,25.92,n/a**,25.75,1023.00,n/a**,"$1,010 ",25.56,n/a**,25.35,9.47,n/a**,8.7,4.38,n/a**,4.44,2.88,n/a**,2.91,1.37,n/a**,1.38,2.8,n/a**,2.84,n/a*,n/a**,n/a*
8/31/2020,30095,14.2,n/a**,14.2,19.75,n/a**,19.75,n/a*,n/a**,n/a*,24.04,n/a**,24.04,n/a*,n/a**,n/a*,1.69,n/a**,1.69,1.59,n/a**,1.59,0,n/a**,0,0.62,n/a**,0.62,n/a*,n/a**,n/a*
8/31/2020,30097,5.88,n/a**,5.88,8.82,n/a**,8.82,n/a*,n/a**,n/a*,19.47,n/a**,19.47,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,0,n/a**,0,n/a*,n/a**,n/a*
8/31/2020,30099,7.29,n/a**,7.29,10.42,n/a**,10.42,n/a*,n/a**,n/a*,13.5,n/a**,13.5,n/a*,n/a**,n/a*,3.03,n/a**,3.03,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.04,n/a**,1.04,n/a*,n/a**,n/a*
8/31/2020,30101,13.24,n/a**,13.43,22.06,n/a**,22.39,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.94,n/a**,2.99,n/a*,n/a**,n/a*
8/31/2020,30103,13.21,n/a**,13.21,24.53,n/a**,24.53,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,3.77,n/a**,3.77,n/a*,n/a**,n/a*
8/31/2020,30105,12.6,n/a*,11.86,18.9,n/a*,16.95,n/a*,n/a*,n/a*,26.85,n/a*,27.24,n/a*,n/a*,n/a*,6.25,n/a*,6.67,2,n/a*,n/a*,n/a*,n/a*,n/a*,1.57,n/a*,0.85,n/a*,n/a*,n/a*
8/31/2020,30107,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30109,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,30111,20.04,n/a**,20,24.55,n/a**,24.58,2102.00,n/a**,"$2,119 ",26.1,n/a**,26.1,10.27,n/a**,10.17,3.54,n/a**,3.59,1.7,n/a**,1.71,1.32,n/a**,1.33,3.44,n/a**,3.45,3.45,n/a**,3.49
8/31/2020,31001,15.98,n/a**,15.8,16.8,n/a**,16.42,2480.00,n/a**,"$2,502 ",22.51,n/a**,22.53,13.95,n/a**,14.12,3.73,n/a**,3.44,1.89,n/a**,1.27,0,n/a**,0,3.69,n/a**,3.53,n/a*,n/a**,n/a*
8/31/2020,31003,9.3,n/a**,9.3,11.63,n/a**,11.63,n/a*,n/a**,n/a*,14.72,n/a**,14.72,n/a*,n/a**,n/a*,2,n/a**,2,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.65,n/a**,4.65,n/a*,n/a**,n/a*
8/31/2020,31005,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31007,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31009,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31011,13.98,n/a**,13.98,13.98,n/a**,13.98,n/a*,n/a**,n/a*,20,n/a**,20,n/a*,n/a**,n/a*,5.17,n/a**,5.17,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.15,n/a**,2.15,n/a*,n/a**,n/a*
8/31/2020,31013,12.85,n/a**,12.85,20.11,n/a**,20.11,n/a*,n/a**,n/a*,28.81,n/a**,28.81,n/a*,n/a**,n/a*,3.48,n/a**,3.48,1.25,n/a**,1.25,n/a*,n/a**,n/a*,2.79,n/a**,2.79,n/a*,n/a**,n/a*
8/31/2020,31015,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31017,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31019,16.38,n/a**,16.3,19.46,n/a**,19.29,2432.00,n/a**,"$2,537 ",24.21,n/a**,23.95,12.59,n/a**,12.77,3.87,n/a**,3.91,1.66,n/a**,1.67,0.9,n/a**,0.9,3.22,n/a**,3.26,n/a*,n/a**,n/a*
8/31/2020,31021,15.6,n/a**,15.6,17.43,n/a**,17.43,n/a*,n/a**,n/a*,23.03,n/a**,23.03,n/a*,n/a**,n/a*,1.45,n/a**,1.45,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,5.5,n/a**,5.5,n/a*,n/a**,n/a*
8/31/2020,31023,15.89,n/a**,15.89,14.02,n/a**,14.02,n/a*,n/a**,n/a*,19.93,n/a**,19.93,n/a*,n/a**,n/a*,3.64,n/a**,3.64,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.8,n/a**,2.8,n/a*,n/a**,n/a*
8/31/2020,31025,13.95,n/a**,13.95,18.14,n/a**,18.14,1704.00,n/a**,"$1,704 ",24.39,n/a**,24.39,4.29,n/a**,4.29,4.35,n/a**,4.35,2.69,n/a**,2.69,0.63,n/a**,0.63,3.26,n/a**,3.26,n/a*,n/a**,n/a*
8/31/2020,31027,5.04,n/a**,5.04,7.56,n/a**,7.56,n/a*,n/a**,n/a*,21.12,n/a**,21.12,n/a*,n/a**,n/a*,1.28,n/a**,1.28,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.68,n/a**,1.68,n/a*,n/a**,n/a*
8/31/2020,31029,13.89,n/a**,13.89,15.28,n/a**,15.28,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.39,n/a**,1.39,n/a*,n/a**,n/a*
8/31/2020,31031,16.49,n/a**,16.49,20.62,n/a**,20.62,n/a*,n/a**,n/a*,24.32,n/a**,24.32,n/a*,n/a**,n/a*,3.17,n/a**,3.17,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.06,n/a**,2.06,n/a*,n/a**,n/a*
8/31/2020,31033,16.56,n/a**,16.56,17.88,n/a**,17.88,n/a*,n/a**,n/a*,31.2,n/a**,31.2,n/a*,n/a**,n/a*,3,n/a**,3,1.41,n/a**,1.41,n/a*,n/a**,n/a*,3.97,n/a**,3.97,n/a*,n/a**,n/a*
8/31/2020,31035,17.09,n/a**,17.09,17.09,n/a**,17.09,n/a*,n/a**,n/a*,18.41,n/a**,18.41,n/a*,n/a**,n/a*,5.88,n/a**,5.88,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.71,n/a**,1.71,n/a*,n/a**,n/a*
8/31/2020,31037,15.28,15.66,14.75,18.75,19.28,18.03,n/a*,n/a*,n/a*,24.01,n/a*,n/a*,n/a*,n/a*,n/a*,6.06,n/a*,n/a*,1.82,n/a*,n/a*,n/a*,n/a*,n/a*,2.08,3.61,0,n/a*,n/a*,n/a*
8/31/2020,31039,10.96,n/a**,10.96,9.59,n/a**,9.59,n/a*,n/a**,n/a*,23.6,n/a**,23.6,n/a*,n/a**,n/a*,5.43,n/a**,5.43,1.75,n/a**,1.75,n/a*,n/a**,n/a*,2.74,n/a**,2.74,n/a*,n/a**,n/a*
8/31/2020,31041,11.76,n/a**,11.76,14.38,n/a**,14.38,n/a*,n/a**,n/a*,23.87,n/a**,23.87,n/a*,n/a**,n/a*,1.19,n/a**,1.19,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.61,n/a**,2.61,n/a*,n/a**,n/a*
8/31/2020,31043,19.06,23.11,9.2,22.74,25.94,14.94,4009.00,2132.00,n/a*,25.64,25.83,25.29,14.81,n/a*,n/a*,5.52,6.86,3.28,2.7,4.41,n/a*,4.29,n/a*,n/a*,4.68,4.72,4.6,n/a*,n/a*,n/a*
8/31/2020,31045,13.45,n/a**,13.45,15.97,n/a**,15.97,n/a*,n/a**,n/a*,27.65,n/a**,27.65,n/a*,n/a**,n/a*,1.39,n/a**,1.39,1.85,n/a**,1.85,n/a*,n/a**,n/a*,2.52,n/a**,2.52,n/a*,n/a**,n/a*
8/31/2020,31047,16.39,18.29,14.59,20.83,21.71,20,1437.00,n/a*,n/a*,24.14,26.16,22.52,12,n/a*,n/a*,5.18,6.25,4.42,2.96,3.95,2.15,1.35,n/a*,n/a*,3.33,4,2.7,n/a*,n/a*,n/a*
8/31/2020,31049,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31051,11.59,n/a**,11.59,15.94,n/a**,15.94,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.45,n/a**,1.45,n/a*,n/a**,n/a*
8/31/2020,31053,13.2,n/a**,13.11,16.91,n/a**,16.83,2099.00,n/a**,"$2,237 ",23.85,n/a**,23.81,6.67,n/a**,6.67,3.31,n/a**,3.32,2.24,n/a**,2.24,0,n/a**,0,3.38,n/a**,3.4,n/a*,n/a**,n/a*
8/31/2020,31055,18.68,40.35,13.52,22.57,47.67,16.47,2007.00,2019.00,"$2,228 ",24.32,34,22.75,7.03,19.08,5.59,3.13,7.64,2.86,1.83,5.8,1.16,0.95,3.57,0.82,3.72,6.65,3.12,7.43,8.33,8.33
8/31/2020,31057,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31059,16.84,n/a**,16.84,17.89,n/a**,17.89,n/a*,n/a**,n/a*,25.54,n/a**,25.54,n/a*,n/a**,n/a*,6.45,n/a**,6.45,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,2.11,n/a**,2.11,n/a*,n/a**,n/a*
8/31/2020,31061,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31063,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31065,6.56,n/a**,6.56,18.03,n/a**,18.03,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,0,n/a**,0,n/a*,n/a**,n/a*
8/31/2020,31067,18.85,n/a**,18.85,19.67,n/a**,19.67,1474.00,n/a**,"$1,474 ",25.55,n/a**,25.55,3.51,n/a**,3.51,5.68,n/a**,5.68,4.11,n/a**,4.11,3,n/a**,3,3.55,n/a**,3.55,n/a*,n/a**,n/a*
8/31/2020,31069,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31071,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31073,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*
8/31/2020,31075,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31077,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31079,25.41,n/a**,19.32,27.66,n/a**,22.33,1626.00,n/a**,"$2,313 ",24.63,n/a**,22.74,4.84,n/a**,2.86,4.89,n/a**,3.87,4.03,n/a**,2.55,1.3,n/a**,0.77,5.02,n/a**,4.63,n/a*,n/a**,n/a*
8/31/2020,31081,9.38,n/a**,9.38,13.12,n/a**,13.12,n/a*,n/a**,n/a*,24.36,n/a**,24.36,n/a*,n/a**,n/a*,2.91,n/a**,2.91,0,n/a**,0,0,n/a**,0,3.13,n/a**,3.13,n/a*,n/a**,n/a*
8/31/2020,31083,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31085,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31087,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31089,14.63,n/a**,14.63,15.85,n/a**,15.85,n/a*,n/a**,n/a*,20.54,n/a**,20.54,n/a*,n/a**,n/a*,3,n/a**,3,1.72,n/a**,1.72,n/a*,n/a**,n/a*,0.61,n/a**,0.61,n/a*,n/a**,n/a*
8/31/2020,31091,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31093,13.11,n/a**,13.11,13.93,n/a**,13.93,n/a*,n/a**,n/a*,23.18,n/a**,23.18,n/a*,n/a**,n/a*,5.48,n/a**,5.48,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.92,n/a**,4.92,n/a*,n/a**,n/a*
8/31/2020,31095,14.52,n/a**,14.63,15.32,n/a**,15.45,n/a*,n/a**,n/a*,21.81,n/a**,21.8,n/a*,n/a**,n/a*,7.89,n/a**,8,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,4.03,n/a**,4.07,n/a*,n/a**,n/a*
8/31/2020,31097,18.52,n/a**,18.52,14.81,n/a**,14.81,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1.85,n/a**,1.85,n/a*,n/a**,n/a*
8/31/2020,31099,17.24,n/a**,17.24,20.69,n/a**,20.69,n/a*,n/a**,n/a*,29.48,n/a**,29.48,n/a*,n/a**,n/a*,2.6,n/a**,2.6,0,n/a**,0,n/a*,n/a**,n/a*,1.72,n/a**,1.72,n/a*,n/a**,n/a*
8/31/2020,31101,14.66,n/a**,14.66,20.69,n/a**,20.69,n/a*,n/a**,n/a*,26.37,n/a**,26.37,n/a*,n/a**,n/a*,6.76,n/a**,6.76,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,3.45,n/a**,3.45,n/a*,n/a**,n/a*
8/31/2020,31103,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*
8/31/2020,31105,14,n/a**,14,22,n/a**,22,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,6,n/a**,6,n/a*,n/a**,n/a*
8/31/2020,31107,10.79,n/a*,9.3,10.79,n/a*,9.3,n/a*,n/a*,n/a*,20.34,n/a*,21.01,n/a*,n/a*,n/a*,6.02,n/a*,6.49,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,2.16,n/a*,2.33,n/a*,n/a*,n/a*
8/31/2020,31109,16.08,n/a**,14.92,18.5,n/a**,17.33,2175.00,n/a**,"$2,319 ",21.96,n/a**,21.54,6.7,n/a**,6.51,3.55,n/a**,3.26,2.56,n/a**,2.38,0.95,n/a**,0.9,3.15,n/a**,3.1,8.39,n/a**,8.33
8/31/2020,31111,17.11,n/a**,17.3,20.39,n/a**,20.3,3887.00,n/a**,"$3,887 ",24.97,n/a**,24.8,14.43,n/a**,14.74,3.07,n/a**,3.1,2.27,n/a**,2.3,3.29,n/a**,3.29,4.93,n/a**,4.99,n/a*,n/a**,n/a*
